不错,1047
好,915
好吃,745
丰盛,488
品种,308
很棒,262
种类,251
房间,215
服务,127
酒店,117
吃,100
特别,88
味道,87
早餐,80
环境,62
简单,60
前台,57
棒,54
性价比,49
算,39
精致,39
自助餐,38
真的,36
干净,35
自助,34
可口,33
下次,28
适合,27
满意,27
行,26
位置,26
超级,26
中西,25
美女,25
餐厅,24
美味,24
点,23
很赞,23
喜欢,22
选择,22
赞,22
卫生,22
价格,21
停车场,20
样式,20
太,19
还行,19
挺不错,19
还好,19
夜宵,18
水果,18
免费,17
多样,16
口味,16
中规中矩,16
感觉,16
一位,16
一般般,16
设施,15
机场,15
做,15
元,15
值得,14
前台服务,14
晚上,14
送,14
好好,13
菜品,13
品类,13
中式,13
挺好吃,13
总体,12
孩子,12
棒棒,12
店,12
贴心,12
加床,12
停车,12
油条,12
周边,11
品质,11
营养,11
交通,11
提供,11
比较简单,11
客房,10
花样,10
帮,10
餐,10
工作人员,10
牛奶,10
面条,10
服务员,9
算是,9
价位,9
吃饱,9
质量,9
豐富,9
住,9
小暑,9
宵夜,9
推荐,8
不算,8
酸甜,8
八珍玉食,8
新鲜,8
供应,8
亚朵,8
美食,8
大堂,8
好评,8
赠送,8
真心,8
说,8
地理位置,8
单独,7
早上,7
太棒了,7
时间,7
差,7
地方,7
退房,7
阿姨,7
超赞,7
挺棒,7
超,7
齐全,7
五星,7
现,6
贵,6
希望,6
馄饨,6
卷,6
超棒,6
费,6
买,6
打包,5
不錯,5
班车,5
还会,5
上海,5
想,5
关键,5
符合,5
特意,5
亮点,5
更好,5
接送,5
凑合,5
有待,5
隔音,5
意外,5
OK,5
中西餐,5
唯一,5
一级,5
谢谢,5
住宿,5
一如既往,5
距离,5
商务,5
套餐,5
体验,5
实惠,5
地铁站,5
感谢,4
完美,4
咖啡,4
酒店设施,4
离店,4
力,4
多种,4
询问,4
摄影,4
整体,4
十点,4
五星级,4
午餐,4
少,4
发现,4
第一次,4
路上,4
可惜,4
类型,4
东西,4
送到,4
床,4
自助式,4
品种齐全,4
带走,4
小贵,4
周边环境,4
出门,4
1030,4
现煮,4
食材,4
内容,4
点半,4
有现,4
混沌,4
食物,4
健康,4
入住,4
便宜,4
比较满意,4
没吃过,4
合胃口,3
煎蛋,3
就餐,3
不错呀,3
特色,3
结束,3
遗憾,3
用心,3
另加,3
快捷酒店,3
很值,3
七点,3
业,3
可选,3
尚可,3
儿童,3
第二次,3
选择性,3
面包,3
煎,3
服务生,3
地下,3
麻雀虽小,3
丰富多彩,3
不多,3
装修,3
购买,3
好不好,3
正好,3
浦东,3
地铁,3
楼,3
宝宝,3
不用,3
赶时间,3
超值,3
不好,3
舒适,3
小孩,3
自费,3
小朋友,3
品種,3
标准,3
热情,3
总类,3
谈不上,3
情况,3
金卡,3
确实,3
出品,3
卫生间,3
包含,3
劵,3
出差,3
量,3
略有,3
内部,3
接受,3
六楼,3
星级,3
出行,3
分为,3
预定,3
需,3
稍微,3
非常感谢,3
惊喜,3
收费,3
环境卫生,3
划算,3
携程,3
区域,3
时段,3
单一,3
不行,3
稀饭,3
十一点,3
花钱,2
不太,2
客人,2
家,2
家乡,2
数量,2
環境,2
家常,2
实在,2
甜点,2
中,2
葱油,2
安静,2
每天晚上,2
一家,2
用餐,2
不知,2
水平,2
评价,2
订,2
西餐,2
无敌,2
好多,2
虾饺,2
菜,2
每位,2
虽少,2
虹桥机场,2
虹桥,2
小伙子,2
一流,2
旁边,2
中西合璧,2
一点,2
一瓶,2
温馨,2
改进,2
细致,2
特,2
床加,2
更是,2
房屋,2
粥,2
开心,2
开放,2
篮球,2
春节,2
简餐,2
简洁,2
時,2
感动,2
第二天,2
暖,2
大床,2
空调,2
态度,2
晚一点,2
牛油果,2
有个,2
舒服,2
细节,2
收取,2
環,2
样样,2
清爽,2
温暖,2
小而精,2
提前,2
真不错,2
少而精,2
理想,2
硬件,2
尝试,2
朋友,2
美味可口,2
网络,2
师傅,2
星,2
爱,2
经济型,2
糟糕,2
好比,2
印象,2
重点,2
办,2
升级,2
部,2
谢,2
選擇,2
另付,2
各式各样,2
各类,2
合口味,2
同事,2
同价位,2
迷你,2
这类,2
周周,2
还给,2
足够,2
四星,2
回去,2
超出,2
前天,2
问,2
一人,2
隔壁,2
高,2
位,2
付费,2
依旧,2
便利店,2
人性化,2
餐點,2
偏,2
做面,2
停车位,2
健身房,2
儿子,2
食品,2
元位,2
全季,2
公司,2
顶楼,2
出乎,2
需求,2
赶早,2
没去,2
外面,2
多样化,2
豪华,2
豐盛,2
堪比,2
大人,2
临走,2
赞赞,2
费用,2
一份,2
頗,1
西式,1
现场,1
頂樓,1
顺口,1
顿感,1
面档,1
预期,1
西方,1
颐,1
生意,1
菜色,1
面,1
现买,1
颜值,1
额外,1
风情,1
环境优美,1
风格,1
飞机,1
下午茶,1
玩,1
西点,1
一套,1
解决,1
不予,1
400,1
电梯,1
非常适合,1
700,1
真棒,1
真是太,1
上演,1
重样,1
衣橱,1
金科,1
看起,1
长时间,1
看着,1
看剧,1
门口,1
袋,1
看书,1
阳台,1
陆云,1
貌似,1
相招,1
盘子,1
陆家嘴,1
购物,1
盆友,1
百分制,1
白送,1
白天,1
零食,1
略贵,1
西兰花,1
露台,1
留意,1
电视,1
讚,1
不值,1
3040,1
温开水,1
清淡,1
香包,1
马虎,1
深圳,1
深,1
评分,1
淋浴,1
马马虎虎,1
涉及,1
评论,1
洗衣服,1
洗衣房,1
高峰,1
洗衣,1
高性价比,1
高级,1
洗漱,1
不及,1
没贵,1
没试,1
没来,1
鸡蛋,1
鸭肉,1
没想到,1
鹿角,1
没得,1
黄浦江,1
没吃成,1
没叫,1
首选,1
馄饨面,1
物有所值,1
馄炖,1
289,1
睡,1
订单,1
牙刷,1
爱心,1
餐台,1
记得,1
一楼,1
燕麦粥,1
煮面,1
煮,1
设计,1
照顾,1
饭厅,1
饭菜,1
饮料,1
烧卖,1
点餐,1
点赞,1
点菜,1
点才,1
不划算,1
炒菜,1
灰常,1
满意度,1
不加床,1
满墙,1
游玩,1
饿,1
衛生,1
矿泉水,1
瞒,1
美好,1
身为,1
车,1
过年,1
迎宾,1
近有,1
good,1
还接,1
没加床,1
能加床,1
胡萝卜汁,1
胃口,1
考虑一下,1
一般化,1
美帝,1
一进,1
知足,1
一进店,1
网速,1
feuchanghaochi,1
网红店,1
网上,1
缺点,1
进,1
缩水,1
进出,1
维修,1
续命,1
给钱,1
结账,1
进门,1
路段,1
蒸饺,1
一生,1
自助餐厅,1
营业,1
走,1
荠菜,1
草地,1
走得,1
走心,1
花钱买,1
赶不及,1
起不来,1
起太早,1
起床,1
ok6,1
花花,1
营业时间,1
超标,1
ha,1
花款,1
赞要,1
花园里,1
超豐富,1
节假日,1
色香,1
舒适度,1
h,1
赞离,1
超越,1
超过,1
自购,1
自带,1
经理,1
经济性,1
迟,1
第一,1
遗留,1
符合中国,1
蛋卷,1
還,1
還算,1
蜂蜜,1
那种,1
笔芯,1
一次性,1
穿着,1
配不上,1
配好,1
稍显,1
配置,1
行李,1
CEC,1
酒店用品,1
积分,1
上次,1
离开,1
酒店设计,1
票,1
酒楼,1
礼貌,1
酒水,1
酸奶,1
710,1
街区,1
菜式,1
选配,1
第一晚,1
经济,1
选择面,1
虽不丰,1
KFC,1
送上,1
细心,1
级别,1
一加,1
级,1
紫苏,1
送往,1
七天,1
精品,1
蚊子,1
蛋包,1
类别,1
类似,1
送机,1
簡單,1
篮球场,1
送站,1
送错,1
IO,1
万科,1
适度,1
简约,1
选,1
选吃个,1
三种,1
Checkin,1
贴,1
说实话,1
以表,1
没人收,1
沐浴露,1
四星级,1
四楼,1
回家,1
回房,1
因在,1
因是,1
因為,1
固定,1
国内外,1
国庆节,1
图,1
图书,1
图片,1
土,1
主食,1
地点,1
临走前,1
地道,1
地铁口,1
场地,1
垃圾,1
四十一位,1
四个,1
义凡,1
买单,1
同等,1
后悔,1
吩咐,1
含,1
听,1
听说,1
告知,1
员工,1
周到,1
味觉,1
商务酒店,1
味道不好,1
咋样,1
和服,1
咖啡机,1
也還,1
品种繁多,1
九点,1
乐园,1
哈哈哈,1
城市,1
堪称,1
外,1
好像,1
太阳,1
太高,1
夸赞,1
奔,1
套,1
奢靡,1
中餐,1
好临,1
好些,1
好几个,1
丰,1
好几样,1
好几种,1
好加,1
中评,1
好带,1
好店,1
好易,1
好极了,1
好棒,1
太赞,1
太好了,1
外此,1
大哥,1
外滩,1
外高桥,1
多以,1
多元化,1
丰简,1
夜晚,1
够用,1
大众化,1
大厅,1
丰收,1
太多,1
大大的,1
大姐,1
大部分,1
大酒店,1
天冷,1
天气,1
天没亮,1
太值,1
太偏,1
同档次,1
同学,1
合适,1
全家,1
人员,1
偶然,1
人不多,1
元加,1
元气,1
亲戚,1
內容,1
全,1
全国,1
全自动,1
停,1
亲子,1
公共,1
内饰,1
再来,1
写,1
冰箱,1
准时,1
凌晨,1
几天,1
人多,1
人太多乱,1
几楼,1
付钱,1
价格公道,1
价格合理,1
价钱,1
份,1
优惠,1
优惠卷,1
优秀,1
优美,1
会员,1
住店,1
值得一提的是,1
体现,1
供,1
从车,1
供應,1
供选择,1
供餐,1
便利,1
信号,1
倒,1
几样,1
几种,1
乳胶,1
反正,1
单价,1
亚伯,1
卡,1
卧室,1
卫生设施,1
原因,1
厨师,1
参加,1
及格,1
发票,1
十一点多,1
口感,1
只能,1
二间,1
可圈可点,1
可选性,1
事后,1
吃个,1
吃食,1
吃饭,1
十几种,1
区,1
出乎意料,1
制式,1
出发,1
出短差,1
出门在外,1
分店,1
分量,1
刚出,1
刚开,1
创业园,1
创意,1
刷,1
匆忙,1
刺激,1
前,1
前一天,1
前一晚,1
交通不便,1
加,1
交,1
动中,1
动力,1
好棒亚朵,1
好樓,1
好点,1
显得,1
早饭,1
时尚,1
不用说,1
时间段,1
明早,1
易安,1
是从,1
代叫,1
是非,1
時段,1
早起,1
晓得,1
晚,1
晚早,1
晚餐,1
晨夕,1
普普通通,1
暖心,1
最愛的,1
最晚,1
早餐时间,1
早晨,1
最终,1
提高,1
持续,1
挑选,1
不送,1
不过如此,1
不足之处,1
挺舒服,1
换,1
不贵,1
不误,1
插曲,1
早晚,1
支持,1
放在,1
放弃,1
敷衍,1
文化,1
新店,1
不评,1
旅游,1
无可挑剔,1
最棒,1
有书,1
拍照,1
欧式,1
不好不坏,1
样数,1
样种,1
桌子,1
档次,1
棒极了,1
棒赞,1
楼下,1
欣喜,1
正规,1
样,1
每日,1
每次,1
比住,1
比較,1
比较慢,1
比错,1
不含,1
水点,1
汇源,1
样子,1
标准间,1
有大些,1
未,1
有明,1
有网,1
有车,1
有點,1
不是太好,1
不怎么样,1
期待,1
期望,1
木有,1
本来,1
某季,1
朵,1
机会,1
机器人,1
不差,1
来回,1
来来回回,1
杨生,1
极其丰富,1
果汁,1
拿到,1
找,1
好白微,1
两间,1
个性,1
小笼包,1
小龙女,1
层,1
居住,1
属地,1
工作,1
个人感觉,1
巨,1
差劲,1
小时,1
差旅,1
差点,1
差离,1
差點,1
已經,1
市内,1
师父,1
带我去,1
两点,1
小明,1
小帅哥,1
帮平种,1
定随,1
好看,1
好花火,1
好量,1
如图,1
妻子,1
媒体,1
子鱼,1
中心区,1
安排,1
实际上,1
小峰,1
个样,1
家里,1
寸土寸金,1
对得起,1
小吃,1
小型,1
小天,1
小姐姐,1
小小的,1
帮人,1
帮忙,1
房费,1
惊艳,1
很爽,1
专票,1
微凉,1
心情,1
心意,1
忘,1
快捷,1
不高,1
总,1
想象,1
很小,1
愉快,1
意想,1
感人,1
1098,1
慕斯,1
成都,1
我来,1
房,1
房品,1
很差,1
很喜,1
常见,1
店内,1
两个,1
平日,1
平时,1
平民,1
平衡,1
幸运,1
床垫,1
应有尽有,1
店付,1
店员,1
很全,1
店铺,1
座位,1
延时,1
延长时间,1
开,1
开启,1
开饭,1
弊病,1
很不錯,1
是因为,1
